,Name,F,M,Prob_F
104772,sahit,0.0,18.0,0.0
104773,sahith,0.0,104.0,0.0
104774,sahithi,219.0,0.0,1.0
104775,sahiti,98.0,0.0,1.0
104776,sahitya,11.0,1.0,0.9166666666666666
104777,sahiyah,5.0,0.0,1.0
104778,sahjad,0.0,1.0,0.0
104779,sahkani,1.0,0.0,1.0
104780,sahkir,0.0,1.0,0.0
104781,sahl,0.0,12.0,0.0
104782,sahla,1.0,0.0,1.0
104783,sahlesh,0.0,1.0,0.0
104784,sahlia,1.0,0.0,1.0
104785,sahm,1.0,0.0,1.0
104786,sahmir,0.0,134.0,0.0
104787,sahmiya,10.0,0.0,1.0
104788,sahmiyah,12.0,0.0,1.0
104789,sahmya,65.0,0.0,1.0
104790,sahna,2.0,1.0,0.6666666666666666
104791,sahnabaj,0.0,1.0,0.0
104792,sahnaj,0.0,1.0,0.0
104793,sahnara,1.0,0.0,1.0
104794,sahnawaz,0.0,1.0,0.0
104795,sahnaz,1.0,1.0,0.5
104796,sahndra,2.0,0.0,1.0
104797,sahni,32.0,0.0,1.0
104798,sahniya,38.0,0.0,1.0
104799,sahniyah,10.0,0.0,1.0
104800,sahnjai,0.0,1.0,0.0
104801,sahnnon,23.0,1.0,0.9583333333333334
104802,sahnya,5.0,0.0,1.0
104803,saho,1.0,0.0,1.0
104804,sahori,42.0,0.0,1.0
104805,sahory,62.0,0.0,1.0
104806,sahr,0.0,39.0,0.0
104807,sahra,819.0,0.0,1.0
104808,sahrai,5.0,0.0,1.0
104809,sahri,7.0,0.0,1.0
104810,sahrik,0.0,1.0,0.0
104811,sahrish,6.0,0.0,1.0
104812,sahritalee,1.0,0.0,1.0
104813,sahriya,6.0,0.0,1.0
104814,sahriyah,6.0,0.0,1.0
104815,sahron,5.0,0.0,1.0
104816,sahrrah,1.0,0.0,1.0
104817,sahrukh,0.0,1.0,0.0
104818,sahrul,1.0,0.0,1.0
104819,sahryah,1.0,0.0,1.0
104820,sahrye,5.0,0.0,1.0
104821,sahun,0.0,1.0,0.0
104822,sahvana,11.0,0.0,1.0
104823,sahvanna,165.0,0.0,1.0
104824,sahvannah,73.0,0.0,1.0
104825,sahwaj,0.0,1.0,0.0
104826,sahwn,0.0,43.0,0.0
104827,sahyra,15.0,0.0,1.0
104828,sai,370.0,1225.0,0.23197492163009403
104829,saia,130.0,15.0,0.896551724137931
104830,saiah,25.0,0.0,1.0
104831,saianish,0.0,5.0,0.0
104832,saiansh,0.0,6.0,0.0
104833,saiba,1.0,0.0,1.0
104834,saiber,0.0,2.0,0.0
104835,saibeth,1.0,0.0,1.0
104836,saicharan,0.0,47.0,0.0
104837,saichi,0.0,5.0,0.0
104838,said,1.0,2544.0,0.0003929273084479371
104839,saida,1131.0,0.0,1.0
104840,saidah,347.0,0.0,1.0
104841,saidas,0.0,1.0,0.0
104842,saide,126.0,0.0,1.0
104843,saidee,254.0,0.0,1.0
104844,saiden,0.0,5.0,0.0
104845,saidey,50.0,0.0,1.0
104846,saidi,74.0,0.0,1.0
104847,saidie,46.0,0.0,1.0
104848,saidou,0.0,10.0,0.0
104849,saidul,0.0,1.0,0.0
104850,saidy,223.0,0.0,1.0
104851,saied,0.0,41.0,0.0
104852,saiedah,1.0,0.0,1.0
104853,saieman,0.0,1.0,0.0
104854,saier,0.0,5.0,0.0
104855,saiesta,2.0,0.0,1.0
104856,saif,0.0,1775.0,0.0
104857,saifaan,0.0,1.0,0.0
104858,saifaldeen,0.0,5.0,0.0
104859,saifali,1.0,0.0,1.0
104860,saifan,0.0,183.0,0.0
104861,saifon,1.0,0.0,1.0
104862,saifuddin,0.0,11.0,0.0
104863,saifullah,0.0,70.0,0.0
104864,saigayathri,1.0,0.0,1.0
104865,saige,7902.0,778.0,0.91036866359447
104866,saihajdeep,0.0,1.0,0.0
104867,saihish,0.0,1.0,0.0
104868,saiid,0.0,10.0,0.0
104869,saij,0.0,1.0,0.0
104870,saija,29.0,0.0,1.0
104871,saije,49.0,0.0,1.0
104872,saikou,0.0,6.0,0.0
104873,saikrish,0.0,1.0,0.0
104874,saikrishna,0.0,7.0,0.0
104875,saila,56.0,0.0,1.0
104876,sailah,1.0,0.0,1.0
104877,saile,5.0,0.0,1.0
104878,sailee,34.0,0.0,1.0
104879,sailer,36.0,0.0,1.0
104880,sailesh,0.0,20.0,0.0
104881,saille,0.0,1.0,0.0
104882,sailor,2190.0,396.0,0.8468677494199536
104883,sailosi,0.0,1.0,0.0
104884,saily,51.0,0.0,1.0
104885,sailyn,17.0,0.0,1.0
104886,saim,0.0,170.0,0.0
104887,saima,630.0,0.0,1.0
104888,saiman,0.0,1.0,0.0
104889,saimi,18.0,0.0,1.0
104890,saimon,0.0,27.0,0.0
104891,saimoni,0.0,1.0,0.0
104892,saimun,1.0,0.0,1.0
104893,saina,261.0,0.0,1.0
104894,sainabou,16.0,0.0,1.0
104895,saindhavi,7.0,0.0,1.0
104896,saine-lea,1.0,0.0,1.0
104897,sainimili,1.0,0.0,1.0
104898,sainky,0.0,1.0,0.0
104899,saint,41.0,1344.0,0.0296028880866426
104900,saintclair,0.0,97.0,0.0
104901,saintjohn,0.0,5.0,0.0
104902,saion,0.0,5.0,0.0
104903,saiquan,0.0,106.0,0.0
104904,sair,0.0,112.0,0.0
104905,saira,3077.0,0.0,1.0
104906,sairah,162.0,0.0,1.0
104907,sairam,0.0,11.0,0.0
104908,sairi,6.0,0.0,1.0
104909,sairish,1.0,0.0,1.0
104910,sairitesh,0.0,1.0,0.0
104911,sairy,52.0,0.0,1.0
104912,saisaharsh,0.0,1.0,0.0
104913,saisarath,0.0,1.0,0.0
104914,saish,0.0,43.0,0.0
104915,saisha,712.0,0.0,1.0
104916,saisia,1.0,0.0,1.0
104917,saista,1.0,0.0,1.0
104918,saisushanth,0.0,1.0,0.0
104919,sait,0.0,11.0,0.0
104920,saith,0.0,32.0,0.0
104921,saiunie,1.0,0.0,1.0
104922,saiveon,0.0,19.0,0.0
104923,saivion,0.0,82.0,0.0
104924,saivon,0.0,180.0,0.0
104925,saiwin,0.0,1.0,0.0
104926,saiya,337.0,1.0,0.9970414201183432
104927,saiyaan,0.0,1.0,0.0
104928,saiyada,1.0,0.0,1.0
104929,saiyan,0.0,46.0,0.0
104930,saiyed,0.0,1.0,0.0
104931,saiyon,1.0,0.0,1.0
104932,saiyuri,33.0,0.0,1.0
104933,saizad,0.0,1.0,0.0
104934,saja,759.0,0.0,1.0
104935,sajaa,1.0,0.0,1.0
104936,sajaad,0.0,6.0,0.0
104937,sajad,0.0,106.0,0.0
104938,sajada,44.0,0.0,1.0
104939,sajah,17.0,0.0,1.0
104940,sajaidah,1.0,0.0,1.0
104941,sajal,0.0,6.0,0.0
104942,sajan,0.0,270.0,0.0
104943,sajana,1.0,0.0,1.0
104944,sajani,20.0,0.0,1.0
104945,sajata,13.0,0.0,1.0
104946,sajda,22.0,0.0,1.0
104947,sajdah,22.0,0.0,1.0
104948,saje,103.0,39.0,0.7253521126760564
104949,sajed,0.0,45.0,0.0
104950,sajeda,5.0,0.0,1.0
104951,sajede,1.0,0.0,1.0
104952,sajeeva,0.0,1.0,0.0
104953,sajen,0.0,7.0,0.0
104954,saji,0.0,11.0,0.0
104955,sajia,2.0,0.0,1.0
104956,sajiani,0.0,1.0,0.0
104957,sajid,0.0,430.0,0.0
104958,sajid-ur,0.0,1.0,0.0
104959,sajida,2.0,0.0,1.0
104960,sajidah,11.0,0.0,1.0
104961,sajini,1.0,0.0,1.0
104962,sajith,0.0,1.0,0.0
104963,sajivani,1.0,0.0,1.0
104964,sajiya,4.0,0.0,1.0
104965,sajjad,0.0,134.0,0.0
104966,sajjan,0.0,5.0,0.0
104967,sajju,0.0,1.0,0.0
104968,sajma,1.0,0.0,1.0
104969,sajmeen,1.0,0.0,1.0
104970,sajni,35.0,0.0,1.0
104971,sajod,0.0,1.0,0.0
104972,sajruddin,0.0,1.0,0.0
104973,saka,1.0,0.0,1.0
104974,sakadanary,1.0,0.0,1.0
104975,sakae,57.0,58.0,0.4956521739130435
104976,sakai,67.0,187.0,0.2637795275590551
104977,sakaiya,5.0,0.0,1.0
104978,sakal,0.0,2.0,0.0
104979,sakar,0.0,1.0,0.0
104980,sakara,162.0,0.0,1.0
104981,sakari,433.0,100.0,0.8123827392120075
104982,sakaria,0.0,12.0,0.0
104983,sakariya,0.0,6.0,0.0
104984,sakariye,0.0,53.0,0.0
104985,sakaya,1.0,0.0,1.0
104986,sakaye,35.0,0.0,1.0
104987,sakayla,13.0,0.0,1.0
104988,sakcham,0.0,1.0,0.0
104989,sakchan,0.0,1.0,0.0
104990,sake,1.0,1.0,0.5
104991,sakeef,0.0,5.0,0.0
104992,sakeena,565.0,0.0,1.0
104993,sakeenah,256.0,0.0,1.0
104994,sakeithia,6.0,0.0,1.0
104995,sakelarios,0.0,2.0,0.0
104996,sakena,47.0,0.0,1.0
104997,saket,0.0,204.0,0.0
104998,saketh,0.0,422.0,0.0
104999,saketha,6.0,0.0,1.0
105000,sakeya,5.0,0.0,1.0
105001,sakhi,10.0,13.0,0.43478260869565216
105002,sakhia,28.0,0.0,1.0
105003,sakhichander,0.0,1.0,0.0
105004,saki,308.0,11.0,0.9655172413793104
105005,sakia,279.0,0.0,1.0
105006,sakiah,35.0,0.0,1.0
105007,sakib,0.0,68.0,0.0
105008,sakiko,6.0,0.0,1.0
105009,sakil,0.0,2.0,0.0
105010,sakila,3.0,0.0,1.0
105011,sakile,23.0,0.0,1.0
105012,sakima,5.0,10.0,0.3333333333333333
105013,sakina,1309.0,0.0,1.0
105014,sakina@kajal,1.0,0.0,1.0
105015,sakinah,1009.0,0.0,1.0
105016,sakip,0.0,1.0,0.0
105017,sakir,0.0,3.0,0.0
105018,sakira,104.0,0.0,1.0
105019,sakiran,1.0,0.0,1.0
105020,sakisha,7.0,0.0,1.0
105021,sakita,37.0,0.0,1.0
105022,sakitha,0.0,1.0,0.0
105023,sakiusa,0.0,1.0,0.0
105024,sakiya,221.0,0.0,1.0
105025,sakiyah,164.0,0.0,1.0
105026,sakora,23.0,0.0,1.0
105027,sakoya,62.0,0.0,1.0
105028,saksham,0.0,65.0,0.0
105029,sakshi,230.0,0.0,1.0
105030,sakshum,0.0,1.0,0.0
105031,saksi,3.0,0.0,1.0
105032,sakthi,10.0,0.0,1.0
105033,sakti,1.0,0.0,1.0
105034,saku,1.0,5.0,0.16666666666666666
105035,sakuna,1.0,0.0,1.0
105036,sakuntala,1.0,0.0,1.0
105037,sakuntla,1.0,0.0,1.0
105038,sakura,1436.0,0.0,1.0
105039,sakura-jane,1.0,0.0,1.0
105040,sakurah,1.0,0.0,1.0
105041,sakurako,20.0,0.0,1.0
105042,sakya,15.0,0.0,1.0
105043,sakyra,26.0,0.0,1.0
105044,sal,0.0,3645.0,0.0
105045,sala,220.0,0.0,1.0
105046,sala'hadin,0.0,1.0,0.0
105047,salaam,0.0,65.0,0.0
105048,salaar,0.0,52.0,0.0
105049,saladin,0.0,164.0,0.0
105050,saladine,0.0,5.0,0.0
105051,salah,69.0,785.0,0.08079625292740047
105052,salahaldeen,0.0,5.0,0.0
105053,salahaldin,0.0,10.0,0.0
105054,salaheddine,0.0,5.0,0.0
105055,salahuddin,0.0,127.0,0.0
105056,salahudeen,0.0,10.0,0.0
105057,salahudin,0.0,12.0,0.0
105058,salam,230.0,104.0,0.688622754491018
105059,salama,24.0,0.0,1.0
105060,salamae,1.0,0.0,1.0
105061,salaman,0.0,1.0,0.0
105062,salamasina,17.0,0.0,1.0
105063,salamata,5.0,0.0,1.0
105064,salamon,0.0,17.0,0.0
105065,salamunda,1.0,0.0,1.0
105066,salana,16.0,0.0,1.0
105067,salanda,5.0,0.0,1.0
105068,salandra,5.0,0.0,1.0
105069,salani,1.0,0.0,1.0
105070,salar,0.0,134.0,0.0
105071,salara,13.0,0.0,1.0
105072,salathia,10.0,0.0,1.0
105073,salathiel,0.0,65.0,0.0
105074,salatiel,0.0,33.0,0.0
105075,salatori,0.0,1.0,0.0
105076,salauddin,0.0,1.0,0.0
105077,salay,5.0,0.0,1.0
105078,salaya,102.0,0.0,1.0
105079,salayah,100.0,0.0,1.0
105080,salayna,5.0,0.0,1.0
105081,salazar,0.0,5.0,0.0
105082,salbador,0.0,490.0,0.0
105083,sale,0.0,1.0,0.0
105084,salea,6.0,0.0,1.0
105085,saleah,198.0,0.0,1.0
105086,saleana,16.0,0.0,1.0
105087,saleem,0.0,1648.0,0.0
105088,saleema,202.0,0.0,1.0
105089,saleemah,169.0,0.0,1.0
105090,saleen,795.0,0.0,1.0
105091,saleena,751.0,0.0,1.0
105092,saleese,1.0,0.0,1.0
105093,saleh,0.0,1329.0,0.0
105094,saleha,103.0,0.0,1.0
105095,saleia,1.0,0.0,1.0
105096,saleigh,5.0,0.0,1.0
105097,saleisha,27.0,0.0,1.0
105098,salem,2172.0,2148.0,0.5027777777777778
105099,salema,43.0,0.0,1.0
105100,salena,5235.0,0.0,1.0
105101,salene,145.0,0.0,1.0
105102,salenna,1.0,0.0,1.0
105103,salesh,0.0,1.0,0.0
105104,salesi,0.0,49.0,0.0
105105,saleste,10.0,0.0,1.0
105106,salet,5.0,0.0,1.0
105107,saleta,31.0,0.0,1.0
105108,saleth,8.0,0.0,1.0
105109,salethia,5.0,0.0,1.0
105110,saletta,1.0,0.0,1.0
105111,salette,11.0,0.0,1.0
105112,saleyah,5.0,0.0,1.0
105113,salging,1.0,0.0,1.0
105114,sali,7.0,0.0,1.0
105115,salia,138.0,0.0,1.0
105116,saliah,77.0,0.0,1.0
105117,salice,33.0,0.0,1.0
105118,salicia,35.0,0.0,1.0
105119,salida,5.0,0.0,1.0
105120,saliesha,1.0,0.0,1.0
105121,salieu,0.0,1.0,0.0
105122,salif,0.0,68.0,0.0
105123,salih,0.0,450.0,0.0
105124,saliha,219.0,0.0,1.0
105125,salihah,76.0,0.0,1.0
105126,salik,0.0,80.0,0.0
105127,salil,0.0,78.0,0.0
105128,salim,0.0,1701.0,0.0
105129,salima,517.0,0.0,1.0
105130,salimah,265.0,0.0,1.0
105131,salimata,142.0,0.0,1.0
105132,salimatou,97.0,0.0,1.0
105133,salin,0.0,1.0,0.0
105134,salina,7333.0,0.0,1.0
105135,salinda,214.0,0.0,1.0
105136,salinder,0.0,2.0,0.0
105137,saline,21.0,0.0,1.0
105138,salinger,0.0,10.0,0.0
105139,salini,1.0,0.0,1.0
105140,saliou,0.0,108.0,0.0
105141,salis,0.0,6.0,0.0
105142,salisa,116.0,0.0,1.0
105143,salise,11.0,0.0,1.0
105144,salisha,89.0,0.0,1.0
105145,salissa,6.0,0.0,1.0
105146,salita,55.0,0.0,1.0
105147,salix,0.0,15.0,0.0
105148,saliya,5.0,0.0,1.0
105149,saliyah,419.0,0.0,1.0
105150,saliym,0.0,5.0,0.0
105151,salla,1.0,0.0,1.0
105152,sallam,1.0,0.0,1.0
105153,salle,112.0,0.0,1.0
105154,sallea,1.0,0.0,1.0
105155,sallee,324.0,0.0,1.0
105156,sallee-anne,1.0,0.0,1.0
105157,sallee-joan,1.0,0.0,1.0
105158,salley,426.0,0.0,1.0
105159,salli,682.0,0.0,1.0
105160,salli-anne,2.0,0.0,1.0
105161,sallianne,1.0,0.0,1.0
105162,sallie,49952.0,135.0,0.9973046898396789
105163,sallie-ann,2.0,0.0,1.0
105164,sallie-anne,1.0,0.0,1.0
105165,sallieann,1.0,0.0,1.0
105166,sallina,1.0,0.0,1.0
105167,sally,208588.0,666.0,0.996817265141885
105168,sally'anne,1.0,0.0,1.0
105169,sally-ann,101.0,1.0,0.9901960784313726
105170,sally-anne,93.0,0.0,1.0
105171,sally-bess,1.0,0.0,1.0
105172,sally-helen,1.0,0.0,1.0
105173,sally-jade,1.0,0.0,1.0
105174,sally-jane,19.0,0.0,1.0
105175,sally-jayne,2.0,0.0,1.0
105176,sally-jo,1.0,0.0,1.0
105177,sally-louise,1.0,0.0,1.0
105178,sally-marcelle,1.0,0.0,1.0
105179,sallyane,1.0,0.0,1.0
105180,sallyann,1053.0,0.0,1.0
105181,sallyanne,145.0,0.0,1.0
105182,sallyanne-marie,1.0,0.0,1.0
105183,sallye,1067.0,0.0,1.0
105184,sallyjo,36.0,0.0,1.0
105185,salma,8395.0,5.0,0.9994047619047619
105186,salmaan,0.0,217.0,0.0
105187,salmah,48.0,0.0,1.0
105188,salmai,26.0,0.0,1.0
105189,salmakhatun,1.0,0.0,1.0
105190,salmam,0.0,1.0,0.0
105191,salman,0.0,2108.0,0.0
105192,salmi,1.0,0.0,1.0
105193,salmissra,1.0,0.0,1.0
105194,salmo,12.0,0.0,1.0
105195,salmon,0.0,15.0,0.0
105196,salokya,0.0,1.0,0.0
105197,saloma,530.0,0.0,1.0
105198,salomae,6.0,0.0,1.0
105199,salome,3617.0,692.0,0.8394058946391274
105200,salomea,10.0,0.0,1.0
105201,salomi,1.0,0.0,1.0
105202,salomon,0.0,3474.0,0.0
105203,salonda,5.0,0.0,1.0
105204,salone,5.0,0.0,1.0
105205,salonge,10.0,0.0,1.0
105206,saloni,414.0,0.0,1.0
105207,salote,63.0,0.0,1.0
105208,salsabeel,68.0,0.0,1.0
105209,salsabil,44.0,0.0,1.0
105210,saltanat,1.0,0.0,1.0
105211,salu,1.0,0.0,1.0
105212,salud,5.0,5.0,0.5
105213,salula,1.0,0.0,1.0
105214,salupa,1.0,0.0,1.0
105215,salvado,0.0,5.0,0.0
105216,salvador,198.0,48277.0,0.004084579680247551
105217,salvadora,6.0,0.0,1.0
105218,salvadore,0.0,1317.0,0.0
105219,salvannah,1.0,0.0,1.0
105220,salvator,0.0,930.0,0.0
105221,salvatora,5.0,0.0,1.0
105222,salvatore,86.0,56522.0,0.0015192198982475974
105223,salvatore-domenico,0.0,1.0,0.0
105224,salvatori,0.0,3.0,0.0
105225,salvatory,0.0,1.0,0.0
105226,salvatrice,287.0,0.0,1.0
105227,salve,1.0,0.0,1.0
105228,salvina,7.0,0.0,1.0
105229,salvotore,0.0,28.0,0.0
105230,salwa,670.0,0.0,1.0
105231,saly,40.0,0.0,1.0
105232,salyna,33.0,0.0,1.0
105233,sam,1476.0,127192.0,0.01147138371623092
105234,sam-arth,0.0,1.0,0.0
105235,sam-cruze,0.0,1.0,0.0
105236,sam-lukas,0.0,1.0,0.0
105237,sama,938.0,0.0,1.0
105238,samaa,117.0,0.0,1.0
105239,samaad,0.0,162.0,0.0
105240,samaah,5.0,0.0,1.0
105241,samaara,6.0,0.0,1.0
105242,samad,0.0,754.0,0.0
105243,samadarshi,1.0,0.0,1.0
105244,samadh,0.0,1.0,0.0
105245,samadhan,0.0,1.0,0.0
105246,samadhi,139.0,0.0,1.0
105247,samael,0.0,209.0,0.0
105248,samah,398.0,1.0,0.9974937343358395
105249,samahj,0.0,12.0,0.0
105250,samai,150.0,1.0,0.9933774834437086
105251,samaia,86.0,0.0,1.0
105252,samaiah,37.0,0.0,1.0
105253,samaiali,1.0,0.0,1.0
105254,samaira,990.0,0.0,1.0
105255,samairah,6.0,0.0,1.0
105256,samaire,22.0,0.0,1.0
105257,samaiya,443.0,0.0,1.0
105258,samaiyah,279.0,0.0,1.0
105259,samaj,18.0,283.0,0.059800664451827246
105260,samajae,0.0,10.0,0.0
105261,samajay,0.0,18.0,0.0
105262,samaje,0.0,17.0,0.0
105263,samaksh,0.0,6.0,0.0
105264,samala,57.0,0.0,1.0
105265,samalah,1.0,0.0,1.0
105266,samalia,5.0,0.0,1.0
105267,samamtha,97.0,0.0,1.0
105268,saman,117.0,311.0,0.2733644859813084
105269,samana,5.0,0.0,1.0
105270,samanatha,659.0,0.0,1.0
105271,samand,1.0,0.0,1.0
105272,samanda,277.0,0.0,1.0
105273,samandar,0.0,5.0,0.0
105274,samani,116.0,0.0,1.0
105275,samanntha,23.0,0.0,1.0
105276,samanta,1764.0,0.0,1.0
105277,samanta-ann,1.0,0.0,1.0
105278,samantah,50.0,0.0,1.0
105279,samantaha,6.0,0.0,1.0
105280,samanth,286.0,0.0,1.0
105281,samantha,614650.0,1307.0,0.9978780986335085
105282,samantha-agnes,1.0,0.0,1.0
105283,samantha-ann,1.0,0.0,1.0
105284,samantha-claire,1.0,0.0,1.0
105285,samantha-evonne,1.0,0.0,1.0
105286,samantha-jade,1.0,0.0,1.0
105287,samantha-jane,11.0,0.0,1.0
105288,samantha-jayne,2.0,0.0,1.0
105289,samantha-jean,1.0,0.0,1.0
105290,samantha-jo,2.0,0.0,1.0
105291,samantha-josephine,1.0,0.0,1.0
105292,samantha-lea,1.0,0.0,1.0
105293,samantha-lee,5.0,0.0,1.0
105294,samantha-marie,1.0,0.0,1.0
105295,samanthaann,13.0,0.0,1.0
105296,samanthagrace,22.0,0.0,1.0
105297,samanthajean,5.0,0.0,1.0
105298,samanthajo,316.0,0.0,1.0
105299,samanthalee,14.0,0.0,1.0
105300,samanthalynn,5.0,0.0,1.0
105301,samanthamarie,68.0,0.0,1.0
105302,samanthan,137.0,0.0,1.0
105303,samanthanicole,23.0,0.0,1.0
105304,samanthe,24.0,0.0,1.0
105305,samanthea,5.0,0.0,1.0
105306,samanther,1.0,0.0,1.0
105307,samanthi,1.0,0.0,1.0
105308,samanthia,527.0,0.0,1.0
105309,samanvi,270.0,0.0,1.0
105310,samanvita,11.0,0.0,1.0
105311,samanvitha,77.0,0.0,1.0
105312,samanya,0.0,1.0,0.0
105313,samanyu,0.0,162.0,0.0
105314,samaprveen,2.0,0.0,1.0
105315,samar,956.0,841.0,0.531997774067891
105316,samara,16634.0,0.0,1.0
105317,samara-elke,1.0,0.0,1.0
105318,samara-jane,1.0,0.0,1.0
105319,samara-lee,1.0,0.0,1.0
105320,samara-leigh,1.0,0.0,1.0
105321,samarah,1560.0,0.0,1.0
105322,samarbeer,0.0,1.0,0.0
105323,samarbir,0.0,5.0,0.0
105324,samardeep,0.0,2.0,0.0
105325,samare,5.0,0.0,1.0
105326,samarea,5.0,0.0,1.0
105327,samaree,28.0,0.0,1.0
105328,samari,1121.0,536.0,0.6765238382619191
105329,samaria,3928.0,0.0,1.0
105330,samariah,301.0,0.0,1.0
105331,samarian,5.0,0.0,1.0
105332,samarica,1.0,0.0,1.0
105333,samarie,142.0,0.0,1.0
105334,samario,0.0,18.0,0.0
105335,samarion,0.0,282.0,0.0
105336,samaris,28.0,0.0,1.0
105337,samariya,103.0,0.0,1.0
105338,samariyah,66.0,0.0,1.0
105339,samarjit,0.0,5.0,0.0
105340,samarjot,0.0,1.0,0.0
105341,samarla,1.0,0.0,1.0
105342,samarpartap,1.0,1.0,0.5
105343,samarpit,0.0,1.0,0.0
105344,samarpreet,0.0,5.0,0.0
105345,samarra,403.0,0.0,1.0
105346,samarrah,70.0,0.0,1.0
105347,samarri,19.0,0.0,1.0
105348,samarria,54.0,0.0,1.0
105349,samarth,0.0,965.0,0.0
105350,samartha,14.0,0.0,1.0
105351,samarveer,0.0,4.0,0.0
105352,samarvir,0.0,1.0,0.0
105353,samary,99.0,0.0,1.0
105354,samarya,38.0,0.0,1.0
105355,samata,5.0,0.0,1.0
105356,samatar,0.0,53.0,0.0
105357,samatha,4569.0,2.0,0.9995624589805294
105358,samauel,0.0,1.0,0.0
105359,samaura,29.0,0.0,1.0
105360,samauri,63.0,46.0,0.5779816513761468
105361,samauria,47.0,0.0,1.0
105362,samay,30.0,263.0,0.10238907849829351
105363,samaya,2526.0,0.0,1.0
105364,samayah,419.0,0.0,1.0
105365,samayddin,0.0,1.0,0.0
105366,samayia,15.0,0.0,1.0
105367,samayiah,17.0,0.0,1.0
105368,samayra,114.0,0.0,1.0
105369,samba,0.0,130.0,0.0
105370,sambat,0.0,2.0,0.0
105371,sambath,1.0,38.0,0.02564102564102564
105372,sambattany,0.0,1.0,0.0
105373,sambhaav,0.0,1.0,0.0
105374,sambhav,0.0,24.0,0.0
105375,sambhu,0.0,2.0,0.0
105376,sambo,0.0,46.0,0.0
105377,sambodhi,1.0,0.0,1.0
105378,sambuth,0.0,1.0,0.0
105379,samdev,0.0,1.0,0.0
105380,same,0.0,1.0,0.0
105381,samed,0.0,7.0,0.0
105382,samedhan,0.0,1.0,0.0
105383,samee,0.0,36.0,0.0
105384,sameed,0.0,6.0,0.0
105385,sameeha,317.0,0.0,1.0
105386,sameeksha,12.0,0.0,1.0
105387,sameem,1.0,9.0,0.1
105388,sameen,120.0,10.0,0.9230769230769231
105389,sameena,80.0,0.0,1.0
105390,sameenah,6.0,0.0,1.0
105391,sameep,0.0,5.0,0.0
105392,sameer,1.0,3135.0,0.00031887755102040814
105393,sameera,720.0,1.0,0.9986130374479889
105394,sameerah,455.0,0.0,1.0
105395,sameeruddin,0.0,1.0,0.0
105396,sameeya,1.0,0.0,1.0
105397,sameh,0.0,32.0,0.0
105398,samehesha,5.0,0.0,1.0
105399,sameia,5.0,0.0,1.0
105400,sameika,5.0,0.0,1.0
105401,sameir,0.0,5.0,0.0
105402,sameisha,6.0,0.0,1.0
105403,samej,0.0,5.0,0.0
105404,sameka,129.0,0.0,1.0
105405,samekah,1.0,0.0,1.0
105406,samekia,5.0,0.0,1.0
105407,sameko,7.0,0.0,1.0
105408,samel,0.0,75.0,0.0
105409,samela,1.0,0.0,1.0
105410,samella,716.0,0.0,1.0
105411,samena,6.0,0.0,1.0
105412,samentha,62.0,0.0,1.0
105413,samer,6.0,1462.0,0.004087193460490463
105414,samera,519.0,0.0,1.0
105415,samerah,33.0,0.0,1.0
105416,samere,0.0,47.0,0.0
105417,sameria,244.0,0.0,1.0
105418,sameriah,6.0,0.0,1.0
105419,samerra,10.0,0.0,1.0
105420,samet,0.0,5.0,0.0
105421,sameth,1.0,0.0,1.0
105422,sametra,47.0,0.0,1.0
105423,sametria,60.0,0.0,1.0
105424,sametta,10.0,0.0,1.0
105425,sameul,0.0,909.0,0.0
105426,sameya,34.0,0.0,1.0
105427,sameyah,10.0,0.0,1.0
105428,samhain,1.0,0.0,1.0
105429,samhita,377.0,0.0,1.0
105430,samhith,0.0,45.0,0.0
105431,samhitha,211.0,0.0,1.0
105432,sami,1287.0,4445.0,0.22452896022330773
105433,sami-jane,1.0,0.0,1.0
105434,sami-lee,1.0,0.0,1.0
105435,sami-luke,0.0,1.0,0.0
105436,samia,3108.0,0.0,1.0
105437,samiah,1378.0,0.0,1.0
105438,samiana,1.0,0.0,1.0
105439,samiaya,12.0,0.0,1.0
105440,samica,23.0,0.0,1.0
105441,samid,0.0,6.0,0.0
105442,samie,190.0,636.0,0.23002421307506055
105443,samieko,1.0,0.0,1.0
105444,samiel,0.0,63.0,0.0
105445,samien,0.0,6.0,0.0
105446,samier,0.0,102.0,0.0
105447,samiera,5.0,0.0,1.0
105448,samih,0.0,51.0,0.0
105449,samiha,468.0,0.0,1.0
105450,samihah,16.0,0.0,1.0
105451,samihih,1.0,0.0,1.0
105452,samiir,0.0,48.0,0.0
105453,samiira,6.0,0.0,1.0
105454,samija,5.0,0.0,1.0
105455,samijah,15.0,0.0,1.0
105456,samijo,35.0,0.0,1.0
105457,samik,0.0,144.0,0.0
105458,samika,317.0,0.0,1.0
105459,samiko,1.0,0.0,1.0
105460,samiksa,1.0,0.0,1.0
105461,samiksha,151.0,0.0,1.0
105462,samil,0.0,98.0,0.0
105463,samila,1.0,0.0,1.0
105464,samim,0.0,9.0,0.0
105465,samima,2.0,0.0,1.0
105466,samin,3.0,111.0,0.02631578947368421
105467,samina,593.0,1.0,0.9983164983164983
105468,saminah,8.0,0.0,1.0
105469,samineh,1.0,0.0,1.0
105470,samip,0.0,5.0,0.0
105471,samir,59.0,8244.0,0.007105865349873539
105472,samira,6728.0,0.0,1.0
105473,samirah,1552.0,0.0,1.0
105474,samireh,1.0,0.0,1.0
105475,samiria,46.0,0.0,1.0
